Country,Date,full[%]
Netherlands,2018-11-03,95.74
Poland,2018-11-03,96.07
Portugal,2018-11-03,69.35
Romania,2018-11-03,71.75
Slovakia,2018-11-03,68.37
Spain,2018-11-03,74.43
Sweden,2018-11-03,7.32
United Kingdom (Pre-Brexit),2018-11-03,85.22
Austria,2018-11-04,76.97
Belgium,2018-11-04,53.99
Bulgaria,2018-11-04,84.13
Croatia,2018-11-04,93.07
Czech Republic,2018-11-04,92.03
Denmark,2018-11-04,93.5
France,2018-11-04,93.02
Germany,2018-11-04,87.73
Hungary,2018-11-04,70.43
Ireland,2018-11-04,-
Italy,2018-11-04,97.19
Latvia,2018-11-04,54.62
Netherlands,2018-11-04,95.74
Poland,2018-11-04,95.78
Portugal,2018-11-04,70.1
Romania,2018-11-04,71.89
Slovakia,2018-11-04,68.56
Spain,2018-11-04,74.25
Sweden,2018-11-04,7.32
United Kingdom (Pre-Brexit),2018-11-04,87.12
Austria,2018-11-05,76.93
Belgium,2018-11-05,54
Bulgaria,2018-11-05,84.13
Croatia,2018-11-05,93.23
Czech Republic,2018-11-05,92.02
Denmark,2018-11-05,93.49
France,2018-11-05,93.07
Germany,2018-11-05,87.7
Hungary,2018-11-05,70.35
Ireland,2018-11-05,-
Italy,2018-11-05,97.17
Latvia,2018-11-05,54.62
Netherlands,2018-11-05,95.69
Poland,2018-11-05,95.46
Portugal,2018-11-05,70.1
Romania,2018-11-05,71.3
Slovakia,2018-11-05,68.57
Spain,2018-11-05,74.12
Sweden,2018-11-05,7.32
United Kingdom (Pre-Brexit),2018-11-05,87.89
Austria,2018-11-06,77.23
Belgium,2018-11-06,54.07
Bulgaria,2018-11-06,84.13
Croatia,2018-11-06,93.24
Czech Republic,2018-11-06,92.02
Denmark,2018-11-06,93.68
France,2018-11-06,93.28
Germany,2018-11-06,87.69
Hungary,2018-11-06,70.28
Ireland,2018-11-06,-
Italy,2018-11-06,97.01
Latvia,2018-11-06,54.32
Netherlands,2018-11-06,95.72
Poland,2018-11-06,95.08
Portugal,2018-11-06,70.1
Romania,2018-11-06,71.83
Slovakia,2018-11-06,68.69
Spain,2018-11-06,74.01
Sweden,2018-11-06,7.32
United Kingdom (Pre-Brexit),2018-11-06,88.97
Austria,2018-11-07,77.31
Belgium,2018-11-07,54.07
Bulgaria,2018-11-07,84.13
Croatia,2018-11-07,93.24
Czech Republic,2018-11-07,92.02
Denmark,2018-11-07,93.82
France,2018-11-07,93.25
Germany,2018-11-07,87.72
Hungary,2018-11-07,70.17
Ireland,2018-11-07,-
Italy,2018-11-07,96.81
Latvia,2018-11-07,54
Netherlands,2018-11-07,95.75
Poland,2018-11-07,94.65
Portugal,2018-11-07,70.1
Romania,2018-11-07,71.73
Slovakia,2018-11-07,68.8
Spain,2018-11-07,73.98
Sweden,2018-11-07,7.32
United Kingdom (Pre-Brexit),2018-11-07,89.65
Austria,2018-11-08,77.43
Belgium,2018-11-08,54.1
Bulgaria,2018-11-08,84.13
Croatia,2018-11-08,93.26
Czech Republic,2018-11-08,92.01
Denmark,2018-11-08,93.88
France,2018-11-08,92.86
Germany,2018-11-08,87.67
Hungary,2018-11-08,70.05
Ireland,2018-11-08,-
Italy,2018-11-08,96.59
Latvia,2018-11-08,53.85
Netherlands,2018-11-08,95.68
Poland,2018-11-08,94.16
Portugal,2018-11-08,70.1
Romania,2018-11-08,71.6
Slovakia,2018-11-08,68.89
Spain,2018-11-08,73.97
Sweden,2018-11-08,7.32
United Kingdom (Pre-Brexit),2018-11-08,88.43
Austria,2018-11-09,77.62
Belgium,2018-11-09,54.16
Bulgaria,2018-11-09,84.13
Croatia,2018-11-09,93.32
Czech Republic,2018-11-09,91.96
Denmark,2018-11-09,93.98
France,2018-11-09,92.85
Germany,2018-11-09,87.64
Hungary,2018-11-09,69.91
Ireland,2018-11-09,-
Italy,2018-11-09,96.58
Latvia,2018-11-09,53.71
Netherlands,2018-11-09,95.7
Poland,2018-11-09,93.66
Portugal,2018-11-09,70.1
Romania,2018-11-09,71.4
Slovakia,2018-11-09,69.05
Spain,2018-11-09,73.96
Sweden,2018-11-09,7.32
United Kingdom (Pre-Brexit),2018-11-09,89.24
Austria,2018-11-10,77.85
Belgium,2018-11-10,54.25
Bulgaria,2018-11-10,84.13
Croatia,2018-11-10,93.55
Czech Republic,2018-11-10,91.96
Denmark,2018-11-10,94.26
France,2018-11-10,93.03
Germany,2018-11-10,87.76
Hungary,2018-11-10,69.74
Ireland,2018-11-10,-
Italy,2018-11-10,96.43
Latvia,2018-11-10,53.6
Netherlands,2018-11-10,95.78
Poland,2018-11-10,93.16
Portugal,2018-11-10,70.45
Romania,2018-11-10,71.26
Slovakia,2018-11-10,69.25
Spain,2018-11-10,73.95
Sweden,2018-11-10,7.32
United Kingdom (Pre-Brexit),2018-11-10,92.08
Austria,2018-11-11,78.09
Belgium,2018-11-11,54.32
Bulgaria,2018-11-11,84.13
Croatia,2018-11-11,93.82
Czech Republic,2018-11-11,91.97
Denmark,2018-11-11,94.67
France,2018-11-11,93.23
Germany,2018-11-11,87.9
Hungary,2018-11-11,69.59
Ireland,2018-11-11,-
Italy,2018-11-11,96.35
Latvia,2018-11-11,53.49
Netherlands,2018-11-11,95.87
Poland,2018-11-11,92.71
Portugal,2018-11-11,71.12
Romania,2018-11-11,71.22
Slovakia,2018-11-11,69.45
Spain,2018-11-11,73.94
Sweden,2018-11-11,7.32
United Kingdom (Pre-Brexit),2018-11-11,95.27
Austria,2018-11-12,78.17
Belgium,2018-11-12,54.11
Bulgaria,2018-11-12,84.13
Croatia,2018-11-12,93.82
Czech Republic,2018-11-12,91.79
Denmark,2018-11-12,95.01
France,2018-11-12,93.15
Germany,2018-11-12,87.97
Hungary,2018-11-12,69.43
Ireland,2018-11-12,-
Italy,2018-11-12,96.11
Latvia,2018-11-12,53.38
Netherlands,2018-11-12,95.93
Poland,2018-11-12,92.32
Portugal,2018-11-12,71.12
Romania,2018-11-12,70.94
Slovakia,2018-11-12,69.61
Spain,2018-11-12,73.93
Sweden,2018-11-12,7.32
United Kingdom (Pre-Brexit),2018-11-12,96.62
Austria,2018-11-13,78.24
Belgium,2018-11-13,54.09
Bulgaria,2018-11-13,84.13
Croatia,2018-11-13,93.81
Czech Republic,2018-11-13,91.72
Denmark,2018-11-13,95.07
France,2018-11-13,93.09
Germany,2018-11-13,87.96
Hungary,2018-11-13,69.26
Ireland,2018-11-13,-
Italy,2018-11-13,95.85
Latvia,2018-11-13,53.25
Netherlands,2018-11-13,95.92
Poland,2018-11-13,91.94
Portugal,2018-11-13,70.1
Romania,2018-11-13,70.71
Slovakia,2018-11-13,69.67
Spain,2018-11-13,73.92
Sweden,2018-11-13,7.32
United Kingdom (Pre-Brexit),2018-11-13,96.36
Austria,2018-11-14,78.29
Belgium,2018-11-14,54.17
Bulgaria,2018-11-14,84.13
Croatia,2018-11-14,93.78
Czech Republic,2018-11-14,91.58
Denmark,2018-11-14,95.19
France,2018-11-14,93
Germany,2018-11-14,87.88
Hungary,2018-11-14,69.08
Ireland,2018-11-14,-
Italy,2018-11-14,95.59
Latvia,2018-11-14,53.09
Netherlands,2018-11-14,95.9
Poland,2018-11-14,91.52
Portugal,2018-11-14,70.1
Romania,2018-11-14,70.43
Slovakia,2018-11-14,69.79
Spain,2018-11-14,73.91
Sweden,2018-11-14,7.32
United Kingdom (Pre-Brexit),2018-11-14,96.97
Austria,2018-11-15,78.36
Belgium,2018-11-15,54.2
Bulgaria,2018-11-15,84.13
Croatia,2018-11-15,93.56
Czech Republic,2018-11-15,91.36
Denmark,2018-11-15,95.27
France,2018-11-15,92.78
Germany,2018-11-15,87.78
Hungary,2018-11-15,68.83
Ireland,2018-11-15,-
Italy,2018-11-15,95.25
Latvia,2018-11-15,52.96
Netherlands,2018-11-15,95.82
Poland,2018-11-15,91.07
Portugal,2018-11-15,70.21
Romania,2018-11-15,70.15
Slovakia,2018-11-15,69.83
Spain,2018-11-15,73.9
Sweden,2018-11-15,7.32
United Kingdom (Pre-Brexit),2018-11-15,97.17
Austria,2018-11-16,78.4
Belgium,2018-11-16,54.21
Bulgaria,2018-11-16,84.13
Croatia,2018-11-16,93.33
Czech Republic,2018-11-16,91.01
Denmark,2018-11-16,95.29
France,2018-11-16,92.5
Germany,2018-11-16,87.52
Hungary,2018-11-16,68.57
Ireland,2018-11-16,-
Italy,2018-11-16,94.88
Latvia,2018-11-16,52.77
Netherlands,2018-11-16,95.64
Poland,2018-11-16,90.37
Portugal,2018-11-16,70.56
Romania,2018-11-16,69.81
Slovakia,2018-11-16,69.71
Spain,2018-11-16,73.89
Sweden,2018-11-16,7.32
United Kingdom (Pre-Brexit),2018-11-16,97.68
Austria,2018-11-17,78.35
Belgium,2018-11-17,54.29
Bulgaria,2018-11-17,84.13
Croatia,2018-11-17,93.12
Czech Republic,2018-11-17,90.7
Denmark,2018-11-17,95.32
France,2018-11-17,92.38
Germany,2018-11-17,87.33
Hungary,2018-11-17,68.32
Ireland,2018-11-17,-
Italy,2018-11-17,94.53
Latvia,2018-11-17,52.58
Netherlands,2018-11-17,95.35
Poland,2018-11-17,89.76
Portugal,2018-11-17,71.25
Romania,2018-11-17,69.4
Slovakia,2018-11-17,69.53
Spain,2018-11-17,73.88
Sweden,2018-11-17,7.32
United Kingdom (Pre-Brexit),2018-11-17,99.16
Austria,2018-11-18,78.12
Belgium,2018-11-18,54.29
Bulgaria,2018-11-18,83.01
Croatia,2018-11-18,92.86
Czech Republic,2018-11-18,90.4
Denmark,2018-11-18,95.32
France,2018-11-18,92.21
Germany,2018-11-18,87.15
Hungary,2018-11-18,68.06
Ireland,2018-11-18,-
Italy,2018-11-18,94.18
Latvia,2018-11-18,52.41
Netherlands,2018-11-18,95.08
Poland,2018-11-18,89.19
Portugal,2018-11-18,71.93
Romania,2018-11-18,69.06
Slovakia,2018-11-18,69.34
Spain,2018-11-18,73.87
Sweden,2018-11-18,7.32
United Kingdom (Pre-Brexit),2018-11-18,99.34
Austria,2018-11-19,77.74
Belgium,2018-11-19,54.02
Bulgaria,2018-11-19,82.74
Croatia,2018-11-19,92.22
Czech Republic,2018-11-19,89.97
Denmark,2018-11-19,95
France,2018-11-19,91.67
Germany,2018-11-19,86.76
Hungary,2018-11-19,67.69
Ireland,2018-11-19,-
Italy,2018-11-19,93.7
Latvia,2018-11-19,52.27
Netherlands,2018-11-19,94.74
Poland,2018-11-19,88.64
Portugal,2018-11-19,71.93
Romania,2018-11-19,68.46
Slovakia,2018-11-19,69.06
Spain,2018-11-19,73.79
Sweden,2018-11-19,7.32
United Kingdom (Pre-Brexit),2018-11-19,99.64
Austria,2018-11-20,77.31
Belgium,2018-11-20,53.75
Bulgaria,2018-11-20,82.32
Croatia,2018-11-20,91.57
Czech Republic,2018-11-20,89.56
Denmark,2018-11-20,94.45
France,2018-11-20,90.84
Germany,2018-11-20,86.32
Hungary,2018-11-20,67.32
Ireland,2018-11-20,-
Italy,2018-11-20,93.21
Latvia,2018-11-20,52.15
Netherlands,2018-11-20,94.02
Poland,2018-11-20,88.1
Portugal,2018-11-20,70.71
Romania,2018-11-20,67.9
Slovakia,2018-11-20,68.71
Spain,2018-11-20,73.68
Sweden,2018-11-20,7.32
United Kingdom (Pre-Brexit),2018-11-20,100
Austria,2018-11-21,76.94
Belgium,2018-11-21,53.13
Bulgaria,2018-11-21,82.17
Croatia,2018-11-21,90.95
Czech Republic,2018-11-21,89.07
Denmark,2018-11-21,94.17
France,2018-11-21,90.03
Germany,2018-11-21,85.68
Hungary,2018-11-21,67.01
Ireland,2018-11-21,-
Italy,2018-11-21,92.71
Latvia,2018-11-21,51.93
Netherlands,2018-11-21,93.45
Poland,2018-11-21,87.82
Portugal,2018-11-21,70.71
Romania,2018-11-21,67.36
Slovakia,2018-11-21,68.31
Spain,2018-11-21,73.56
Sweden,2018-11-21,7.32
United Kingdom (Pre-Brexit),2018-11-21,99.33
Austria,2018-11-22,76.57
Belgium,2018-11-22,52.53
Bulgaria,2018-11-22,82.02
Croatia,2018-11-22,90.41
Czech Republic,2018-11-22,88.59
Denmark,2018-11-22,93.7
France,2018-11-22,89.14
Germany,2018-11-22,85.14
Hungary,2018-11-22,66.7
Ireland,2018-11-22,-
Italy,2018-11-22,92.29
Latvia,2018-11-22,51.61
Netherlands,2018-11-22,92.86
Poland,2018-11-22,87.43
Portugal,2018-11-22,69.55
Romania,2018-11-22,66.77
Slovakia,2018-11-22,68.05
Spain,2018-11-22,73.44
Sweden,2018-11-22,7.32
United Kingdom (Pre-Brexit),2018-11-22,97.37
Austria,2018-11-23,76.32
Belgium,2018-11-23,51.69
Bulgaria,2018-11-23,81.88
Croatia,2018-11-23,89.93
Czech Republic,2018-11-23,88.09
Denmark,2018-11-23,93.28
France,2018-11-23,88.36
Germany,2018-11-23,84.71
Hungary,2018-11-23,66.42
Ireland,2018-11-23,-
Italy,2018-11-23,91.84
Latvia,2018-11-23,51.29
Netherlands,2018-11-23,92.26
Poland,2018-11-23,87.02
Portugal,2018-11-23,68.55
Romania,2018-11-23,66.24
Slovakia,2018-11-23,67.92
Spain,2018-11-23,73.4
Sweden,2018-11-23,7.32
United Kingdom (Pre-Brexit),2018-11-23,96.61
Austria,2018-11-24,76.14
Belgium,2018-11-24,51.63
Bulgaria,2018-11-24,81.73
Croatia,2018-11-24,89.72
Czech Republic,2018-11-24,87.78
Denmark,2018-11-24,92.95
France,2018-11-24,87.95
Germany,2018-11-24,84.48
Hungary,2018-11-24,66.13
Ireland,2018-11-24,-
Italy,2018-11-24,91.51
Latvia,2018-11-24,50.95
Netherlands,2018-11-24,91.73
Poland,2018-11-24,86.63
Portugal,2018-11-24,69.24
Romania,2018-11-24,65.72
Slovakia,2018-11-24,67.92
Spain,2018-11-24,73.39
Sweden,2018-11-24,7.32
United Kingdom (Pre-Brexit),2018-11-24,97.08
Austria,2018-11-25,76
Belgium,2018-11-25,51.58
Bulgaria,2018-11-25,81.58
Croatia,2018-11-25,89.59
Czech Republic,2018-11-25,87.46
Denmark,2018-11-25,92.82
France,2018-11-25,87.52
Germany,2018-11-25,84.27
Hungary,2018-11-25,65.89
Ireland,2018-11-25,-
Italy,2018-11-25,91.25
Latvia,2018-11-25,50.62
Netherlands,2018-11-25,91.27
Poland,2018-11-25,86.37
Portugal,2018-11-25,69.24
Romania,2018-11-25,65.26
Slovakia,2018-11-25,67.95
Spain,2018-11-25,73.38
Sweden,2018-11-25,7.32
United Kingdom (Pre-Brexit),2018-11-25,97.57
Austria,2018-11-26,75.71
Belgium,2018-11-26,51.29
Bulgaria,2018-11-26,81.44
Croatia,2018-11-26,89.17
Czech Republic,2018-11-26,86.96
Denmark,2018-11-26,92.07
France,2018-11-26,86.85
Germany,2018-11-26,83.92
Hungary,2018-11-26,65.61
Ireland,2018-11-26,-
Italy,2018-11-26,90.85
Latvia,2018-11-26,50.21
Netherlands,2018-11-26,90.41
Poland,2018-11-26,86.12
Portugal,2018-11-26,69.53
Romania,2018-11-26,64.71
Slovakia,2018-11-26,67.73
Spain,2018-11-26,73.37
Sweden,2018-11-26,7.32
United Kingdom (Pre-Brexit),2018-11-26,96.95
Austria,2018-11-27,75.41
Belgium,2018-11-27,51.24
Bulgaria,2018-11-27,81.29
Croatia,2018-11-27,88.66
Czech Republic,2018-11-27,86.37
Denmark,2018-11-27,91.3
France,2018-11-27,86.19
Germany,2018-11-27,83.56
Hungary,2018-11-27,65.23
Ireland,2018-11-27,-
Italy,2018-11-27,90.44
Latvia,2018-11-27,49.78
Netherlands,2018-11-27,90.2
Poland,2018-11-27,85.69
Portugal,2018-11-27,69.54
Romania,2018-11-27,64.17
Slovakia,2018-11-27,67.46
Spain,2018-11-27,73.36
Sweden,2018-11-27,7.32
United Kingdom (Pre-Brexit),2018-11-27,92.93
Austria,2018-11-28,75.01
Belgium,2018-11-28,51.27
Bulgaria,2018-11-28,81.15
Croatia,2018-11-28,87.91
Czech Republic,2018-11-28,85.74
Denmark,2018-11-28,100
France,2018-11-28,85.66
Germany,2018-11-28,83.22
Hungary,2018-11-28,64.8
Ireland,2018-11-28,-
Italy,2018-11-28,90.04
Latvia,2018-11-28,49.4
Netherlands,2018-11-28,89.86
Poland,2018-11-28,85.23
Portugal,2018-11-28,69.61
Romania,2018-11-28,63.51
Slovakia,2018-11-28,67.27
Spain,2018-11-28,73.35
Sweden,2018-11-28,7.32
United Kingdom (Pre-Brexit),2018-11-28,93.33
Austria,2018-11-29,74.58
Belgium,2018-11-29,51.34
Bulgaria,2018-11-29,80.92
Croatia,2018-11-29,87.11
Czech Republic,2018-11-29,85.25
Denmark,2018-11-29,90.24
France,2018-11-29,85.33
Germany,2018-11-29,82.95
Hungary,2018-11-29,64.33
Ireland,2018-11-29,-
Italy,2018-11-29,89.56
Latvia,2018-11-29,49.05
Netherlands,2018-11-29,89.76
Poland,2018-11-29,84.67
Portugal,2018-11-29,69.61
Romania,2018-11-29,62.77
Slovakia,2018-11-29,66.84
Spain,2018-11-29,73.34
Sweden,2018-11-29,7.32
United Kingdom (Pre-Brexit),2018-11-29,94.21
Austria,2018-11-30,74.1
Belgium,2018-11-30,51.48
Bulgaria,2018-11-30,80.63
Croatia,2018-11-30,86.27
Czech Republic,2018-11-30,84.75
Denmark,2018-11-30,90.18
France,2018-11-30,84.93
Germany,2018-11-30,82.69
Hungary,2018-11-30,63.8
Ireland,2018-11-30,-
Italy,2018-11-30,89.12
Latvia,2018-11-30,48.68
Netherlands,2018-11-30,89.72
Poland,2018-11-30,84.06
Portugal,2018-11-30,69.61
Romania,2018-11-30,61.88
Slovakia,2018-11-30,66.2
Spain,2018-11-30,73.33
Sweden,2018-11-30,7.32
United Kingdom (Pre-Brexit),2018-11-30,93.6
Austria,2018-12-01,73.6
Belgium,2018-12-01,51.55
Bulgaria,2018-12-01,80.15
Croatia,2018-12-01,85.34
Czech Republic,2018-12-01,84.4
Denmark,2018-12-01,90.29
France,2018-12-01,84.78
Germany,2018-12-01,82.63
Hungary,2018-12-01,63.26
Ireland,2018-12-01,-
Italy,2018-12-01,88.67
Latvia,2018-12-01,48.32
Netherlands,2018-12-01,89.65
Poland,2018-12-01,83.38
Portugal,2018-12-01,70.32
Romania,2018-12-01,61.28
Slovakia,2018-12-01,65.95
Spain,2018-12-01,73.32
Sweden,2018-12-01,7.32
United Kingdom (Pre-Brexit),2018-12-01,92.79
Austria,2018-12-02,73.4
Belgium,2018-12-02,51.93
Bulgaria,2018-12-02,79.68
Croatia,2018-12-02,84.62
Czech Republic,2018-12-02,84.07
Denmark,2018-12-02,90.39
France,2018-12-02,84.83
Germany,2018-12-02,82.68
Hungary,2018-12-02,62.79
Ireland,2018-12-02,-
Italy,2018-12-02,88.39
Latvia,2018-12-02,48
Netherlands,2018-12-02,89.73
Poland,2018-12-02,82.85
Portugal,2018-12-02,71.03
Romania,2018-12-02,60.64
Slovakia,2018-12-02,65.74
Spain,2018-12-02,73.3
Sweden,2018-12-02,7.32
United Kingdom (Pre-Brexit),2018-12-02,95.16
Austria,2018-12-03,73.01
Belgium,2018-12-03,52.17
Bulgaria,2018-12-03,79.21
Croatia,2018-12-03,84.01
Czech Republic,2018-12-03,83.83
Denmark,2018-12-03,90.56
France,2018-12-03,84.69
Germany,2018-12-03,82.7
Hungary,2018-12-03,62.33
Ireland,2018-12-03,-
Italy,2018-12-03,87.87
Latvia,2018-12-03,47.76
Netherlands,2018-12-03,89.75
Poland,2018-12-03,82.44
Portugal,2018-12-03,71.38
Romania,2018-12-03,59.93
Slovakia,2018-12-03,65.33
Spain,2018-12-03,73.28
Sweden,2018-12-03,7.32
United Kingdom (Pre-Brexit),2018-12-03,95.58
Austria,2018-12-04,72.59
Belgium,2018-12-04,52.26
Bulgaria,2018-12-04,78.73
Croatia,2018-12-04,83.46
Czech Republic,2018-12-04,83.42
Denmark,2018-12-04,90.66
France,2018-12-04,84.5
Germany,2018-12-04,82.49
Hungary,2018-12-04,61.91
Ireland,2018-12-04,-
Italy,2018-12-04,87.39
Latvia,2018-12-04,47.6
Netherlands,2018-12-04,89.45
Poland,2018-12-04,82.17
Portugal,2018-12-04,71.68
Romania,2018-12-04,59.22
Slovakia,2018-12-04,64.93
Spain,2018-12-04,73.27
Sweden,2018-12-04,7.32
United Kingdom (Pre-Brexit),2018-12-04,93.33
Austria,2018-12-05,72.28
Belgium,2018-12-05,52.3
Bulgaria,2018-12-05,78.32
Croatia,2018-12-05,82.79
Czech Republic,2018-12-05,82.92
Denmark,2018-12-05,90.42
France,2018-12-05,84.21
Germany,2018-12-05,82.13
Hungary,2018-12-05,61.46
Ireland,2018-12-05,-
Italy,2018-12-05,86.89
Latvia,2018-12-05,47.45
Netherlands,2018-12-05,89.17
Poland,2018-12-05,81.76
Portugal,2018-12-05,71.68
Romania,2018-12-05,58.54
Slovakia,2018-12-05,64.43
Spain,2018-12-05,73.21
Sweden,2018-12-05,7.32
United Kingdom (Pre-Brexit),2018-12-05,91.27
Austria,2018-12-06,71.96
Belgium,2018-12-06,52.53
Bulgaria,2018-12-06,77.92
Croatia,2018-12-06,81.95
Czech Republic,2018-12-06,82.48
Denmark,2018-12-06,90.05
France,2018-12-06,83.9
Germany,2018-12-06,82.03
Hungary,2018-12-06,60.98
Ireland,2018-12-06,-
Italy,2018-12-06,86.4
Latvia,2018-12-06,47.33
Netherlands,2018-12-06,85.38
Poland,2018-12-06,81.28
Portugal,2018-12-06,72.22
Romania,2018-12-06,57.86
Slovakia,2018-12-06,63.93
Spain,2018-12-06,73.14
Sweden,2018-12-06,7.32
United Kingdom (Pre-Brexit),2018-12-06,92.16
Austria,2018-12-07,71.71
Belgium,2018-12-07,52.73
Bulgaria,2018-12-07,77.44
Croatia,2018-12-07,81.2
Czech Republic,2018-12-07,82.06
Denmark,2018-12-07,90.12
France,2018-12-07,83.59
Germany,2018-12-07,82
Hungary,2018-12-07,60.54
Ireland,2018-12-07,-
Italy,2018-12-07,85.89
Latvia,2018-12-07,47.2
Netherlands,2018-12-07,89.1
Poland,2018-12-07,81.09
Portugal,2018-12-07,72.99
Romania,2018-12-07,57.17
Slovakia,2018-12-07,63.49
Spain,2018-12-07,73.06
Sweden,2018-12-07,7.32
United Kingdom (Pre-Brexit),2018-12-07,93.73
Austria,2018-12-08,71.58
Belgium,2018-12-08,52.83
Bulgaria,2018-12-08,76.96
Croatia,2018-12-08,80.79
Czech Republic,2018-12-08,81.76
Denmark,2018-12-08,90.4
France,2018-12-08,83.36
Germany,2018-12-08,82.07
Hungary,2018-12-08,60.15
Ireland,2018-12-08,-
Italy,2018-12-08,85.61
Latvia,2018-12-08,47.08
Netherlands,2018-12-08,89.04
Poland,2018-12-08,81.03
Portugal,2018-12-08,73.76
Romania,2018-12-08,56.49
Slovakia,2018-12-08,63.16
Spain,2018-12-08,72.98
Sweden,2018-12-08,7.32
United Kingdom (Pre-Brexit),2018-12-08,96.27
Austria,2018-12-09,71.52
Belgium,2018-12-09,52.93
Bulgaria,2018-12-09,76.47
Croatia,2018-12-09,80.34
Czech Republic,2018-12-09,81.47
Denmark,2018-12-09,90.63
France,2018-12-09,83.06
Germany,2018-12-09,82.12
Hungary,2018-12-09,59.79
Ireland,2018-12-09,-
Italy,2018-12-09,85.33
Latvia,2018-12-09,46.95
Netherlands,2018-12-09,89
Poland,2018-12-09,80.94
Portugal,2018-12-09,74.44
Romania,2018-12-09,55.97
Slovakia,2018-12-09,62.89
Spain,2018-12-09,72.91
Sweden,2018-12-09,7.32
United Kingdom (Pre-Brexit),2018-12-09,96.8
Austria,2018-12-10,71.17
Belgium,2018-12-10,52.46
Bulgaria,2018-12-10,75.96
Croatia,2018-12-10,79.7
Czech Republic,2018-12-10,81.09
Denmark,2018-12-10,90.53
France,2018-12-10,82.23
Germany,2018-12-10,81.91
Hungary,2018-12-10,59.37
Ireland,2018-12-10,-
Italy,2018-12-10,84.83
Latvia,2018-12-10,46.83
Netherlands,2018-12-10,88.61
Poland,2018-12-10,80.78
Portugal,2018-12-10,74.44
Romania,2018-12-10,55.37
Slovakia,2018-12-10,62.48
Spain,2018-12-10,72.83
Sweden,2018-12-10,7.32
United Kingdom (Pre-Brexit),2018-12-10,93.38
Austria,2018-12-11,70.71
Belgium,2018-12-11,52.33
Bulgaria,2018-12-11,75.45
Croatia,2018-12-11,78.84
Czech Republic,2018-12-11,80.59
Denmark,2018-12-11,90.38
France,2018-12-11,81.43
Germany,2018-12-11,81.54
Hungary,2018-12-11,58.89
Ireland,2018-12-11,-
Italy,2018-12-11,84.29
Latvia,2018-12-11,46.7
Netherlands,2018-12-11,88.05
Poland,2018-12-11,80.34
Portugal,2018-12-11,72.78
Romania,2018-12-11,54.77
Slovakia,2018-12-11,61.96
Spain,2018-12-11,72.74
Sweden,2018-12-11,7.32
United Kingdom (Pre-Brexit),2018-12-11,92.77
Austria,2018-12-12,70.2
Belgium,2018-12-12,51.79
Bulgaria,2018-12-12,74.94
Croatia,2018-12-12,78.03
Czech Republic,2018-12-12,80.05
Denmark,2018-12-12,89.99
France,2018-12-12,80.46
Germany,2018-12-12,81
Hungary,2018-12-12,58.42
Ireland,2018-12-12,-
Italy,2018-12-12,83.74
Latvia,2018-12-12,46.52
Netherlands,2018-12-12,86.98
Poland,2018-12-12,79.9
Portugal,2018-12-12,70.64
Romania,2018-12-12,54.11
Slovakia,2018-12-12,61.39
Spain,2018-12-12,72.65
Sweden,2018-12-12,7.32
United Kingdom (Pre-Brexit),2018-12-12,91.86
Austria,2018-12-13,69.68
Belgium,2018-12-13,51.14
Bulgaria,2018-12-13,74.43
Croatia,2018-12-13,77.04
Czech Republic,2018-12-13,79.41
Denmark,2018-12-13,89.12
France,2018-12-13,79.49
Germany,2018-12-13,80.46
Hungary,2018-12-13,57.89
Ireland,2018-12-13,-
Italy,2018-12-13,83.1
Latvia,2018-12-13,46.37
Netherlands,2018-12-13,86.64
Poland,2018-12-13,79.32
Portugal,2018-12-13,69.78
Romania,2018-12-13,53.43
Slovakia,2018-12-13,60.82
Spain,2018-12-13,72.58
Sweden,2018-12-13,7.32
United Kingdom (Pre-Brexit),2018-12-13,89.97
Austria,2018-12-14,69.15
Belgium,2018-12-14,50.61
Bulgaria,2018-12-14,73.92
Croatia,2018-12-14,76
Czech Republic,2018-12-14,78.87
